CMTE_ID,AMNDT_IND,RPT_TP,TRANSACTION_PGI,IMAGE_NUM,TRANSACTION_TP,ENTITY_TP,NAME,CITY,STATE,ZIP_CODE,EMPLOYER,OCCUPATION,TRANSACTION_DT,TRANSACTION_AMT,OTHER_ID,CAND_ID,TRAN_ID,FILE_NUM,MEMO_CD,MEMO_TEXT,SUB_ID,YEAR,CMTE_NM,CAND_NAME,CAND_PTY_AFFILIATION,CAND_ELECTION_YR,CAND_OFFICE_ST,CAND_OFFICE,CAND_OFFICE_DISTRICT,CAND_ICI,CAND_STATUS,CAND_PCC,CAND_ST1,CAND_ST2,CAND_CITY,CAND_ST,CAND_ZIP,CAND_LAST_NAME
C00197228,N,M2,P2024,202302179578662796,24K,CCM,HERN FOR CONGRESS,TULSA,OK,74137.0,,,1302023.0,1000,C00636092,H8OK01157,BD74150517FC29045C1,1689642,,,4021720231732323668,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","HERN, KEVIN",REP,2024.0,OK,H,1.0,I,C,C00636092,9521-B RIVERSIDE PKWY,#350,TULSA,OK,74137.0,HERN
C00197228,N,M2,P2024,202302179578662796,24K,CCM,JASON SMITH FOR CONGRESS,CAPE GIRARDEAU,MO,637021324.0,,,1202023.0,2500,C00541862,H4MO08162,BCBA6F29A4CAD01BD3E,1689642,,,4021720231732323669,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","SMITH, JASON T",REP,2024.0,MO,H,8.0,I,C,C00541862,4570 S. HWY 19,,SALEM,MO,655608910.0,SMITH
C00197228,N,M2,P2024,202302179578662797,24K,CCM,JEFFRIES FOR CONGRESS,WASHINGTON,DC,20035.0,,,1302023.0,2500,C00503052,H2NY10092,2E52566455BBC7ECA68,1689642,,,4021720231732323670,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","JEFFRIES, HAKEEM",DEM,2024.0,NY,H,8.0,I,C,C00503052,915 FULTON ST.,PO BOX 380438,BROOKLYN,NY,11238.0,JEFFRIES
C00197228,N,M2,P2024,202302179578662797,24K,CCM,JIMMY GOMEZ FOR CONGRESS,LOS ANGELES,CA,90017.0,,,1252023.0,1000,C00629659,H8CA34266,0D9E3C14319C0054C6F,1689642,,,4021720231732323671,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","GOMEZ, JIMMY",DEM,2024.0,CA,H,34.0,I,C,C00629659,600 PENNSYLVANIA AVE SE #15180,,WASHINGTON,DC,20003.0,GOMEZ
C00197228,N,M2,P2024,202302179578662797,24K,CCM,KEVIN MULLIN FOR CONGRESS,BELMONT,CA,94002.0,,,1302023.0,1000,C00795005,H2CA14162,2A8130D3708047B7826,1689642,,,4021720231732323672,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","MULLIN, KEVIN",DEM,2024.0,CA,H,15.0,I,C,C00795005,PO BOX 869,,BELMONT,CA,94002.0,MULLIN
C00197228,N,M2,G2024,202302179578662798,24K,CCM,MENENDEZ FOR SENATE,NEWARK,NJ,7102.0,,,1202023.0,2500,C00264564,S6NJ00289,841C485F6884959DA1C,1689642,,,4021720231732323674,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","MENENDEZ, ROBERT",IND,2024.0,NJ,S,0.0,I,C,C00264564,PO BOX 32248,,NEWARK,NJ,7102.0,MENENDEZ
C00197228,N,M2,P2024,202302179578662798,24K,CCM,NEVADANS FOR STEVEN HORSFORD,NORTH LAS VEGAS,NV,89033.0,,,1252023.0,2500,C00668228,H2NV04011,2BA7A3CB3E02E6268C7,1689642,,,4021720231732323675,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","HORSFORD, STEVEN ALEXZANDER",DEM,2024.0,NV,H,4.0,I,C,C00668228,PO BOX 336664,,LAS VEGAS,NV,89033.0,HORSFORD
C00197228,N,M2,P2024,202302179578662800,24K,CCM,PALLONE FOR CONGRESS,LONG BRANCH,NJ,7740.0,,,1302023.0,5000,C00226928,H8NJ03073,9811A6A59CE16197221,1689642,,,4021720231732323680,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","PALLONE, FRANK JR",DEM,2024.0,NJ,H,6.0,I,C,C00226928,PO BOX 3176,,LONG BRANCH,NJ,7740.0,PALLONE
C00197228,N,M2,P2026,202302179578662801,24K,CCM,SHAHEEN FOR SENATE,WASHINGTON,DC,20033.0,,,1252023.0,5000,C00457325,S0NH00219,385D866D65BEB0D7713,1689642,,,4021720231732323682,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","SHAHEEN, JEANNE",DEM,2026.0,NH,S,0.0,I,C,C00457325,PO BOX 869,,MANCHESTER,NH,3105.0,SHAHEEN
C00197228,N,M3,P2024,202303209579401024,24K,CCM,HERN FOR CONGRESS,TULSA,OK,74137.0,,,2072023.0,2500,C00636092,H8OK01157,F2FC3B6498AB968E2DC,1694056,,,4032020231736666039,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","HERN, KEVIN",REP,2024.0,OK,H,1.0,I,C,C00636092,9521-B RIVERSIDE PKWY,#350,TULSA,OK,74137.0,HERN
C00197228,N,M3,P2024,202303209579401025,24K,CCM,JASON SMITH FOR CONGRESS,CAPE GIRARDEAU,MO,637021324.0,,,2222023.0,2500,C00541862,H4MO08162,74B5C0FAD4670F2BAB3,1694056,,,4032020231736666042,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","SMITH, JASON T",REP,2024.0,MO,H,8.0,I,C,C00541862,4570 S. HWY 19,,SALEM,MO,655608910.0,SMITH
C00197228,N,M3,P2024,202303209579401025,24K,CCM,KAINE FOR VIRGINIA,ALEXANDRIA,VA,223146233.0,,,2072023.0,2500,C00495358,S2VA00142,BC2FCB54C2AB13D31D2,1694056,,,4032020231736666043,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","KAINE, TIMOTHY MICHAEL",DEM,2024.0,VA,S,0.0,I,C,C00495358,1490-5A QUARTERPATH ROAD #272,,WILLIAMSBURG,VA,23185.0,KAINE
C00197228,N,M3,P2024,202303209579401026,24K,CCM,KATHERINE CLARK FOR CONGRESS,WASHINGTON,DC,20003.0,,,2072023.0,2500,C00541888,H4MA05084,1B807C7A438C14CCC41,1694056,,,4032020231736666044,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","CLARK, KATHERINE",DEM,2024.0,MA,H,5.0,I,C,C00541888,600 PENNSYLVANIA AVE SE,#15180,WASHINGTON,DC,20003.0,CLARK
C00197228,N,M3,P2024,202303209579401026,24K,CCM,MICHELLE STEEL FOR CONGRESS,IRVINE,CA,92618.0,,,2222023.0,2500,C00704981,H0CA48198,31DB1EB3BA08863CB41,1694056,,,4032020231736666045,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","STEEL, MICHELLE",REP,2024.0,CA,H,45.0,I,C,C00704981,92A SURFSIDE AVENUE #472,,SURFSIDE,CA,90743.0,STEEL
C00197228,N,M3,P2024,202303209579401028,24K,CCM,SANFORD BISHOP FOR CONGRESS,COLUMBUS,GA,31902.0,,,2072023.0,1000,C00266940,H2GA02031,4C81880CE20949A55F4,1694056,,,4032020231736666050,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","BISHOP, SANFORD",DEM,2024.0,GA,H,2.0,I,C,C00266940,PO BOX 909,,COLUMBUS,GA,31902.0,BISHOP
C00197228,N,M3,P2024,202303209579401028,24K,CCM,SCALISE FOR CONGRESS,NEW ORLEANS,LA,701833219.0,,,2072023.0,2500,C00394957,H0LA01087,1F37E6680CAC8967260,1694056,,,4032020231736666051,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","SCALISE, STEVE MR",REP,2024.0,LA,H,1.0,I,C,C00394957,PO BOX 23219,,JEFFERSON,LA,70183.0,SCALISE
C00197228,N,M3,G2024,202303209579401028,24K,CCM,TODOS CON JENNIFFER INC.  DBA JENNIFFER FOR CONGRESS,SAN JUAN,PR,936.0,,,2222023.0,3000,C00588392,H6PR00082,96CEDFF43CF5DE18088,1694056,,,4032020231736666052,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","GONZALEZ COLON, JENNIFFER",PNP,2024.0,PR,H,0.0,I,C,C00588392,PO BOX 367111,,SAN JUAN,PR,936.0,GONZALEZ COLON
C00197228,N,M3,P2024,202303209579401029,24K,CCM,TODOS CON JENNIFFER INC.  DBA JENNIFFER FOR CONGRESS,SAN JUAN,PR,936.0,,,2222023.0,2000,C00588392,H6PR00082,D26A3418933DDD6E8F1,1694056,,,4032020231736666053,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","GONZALEZ COLON, JENNIFFER",PNP,2024.0,PR,H,0.0,I,C,C00588392,PO BOX 367111,,SAN JUAN,PR,936.0,GONZALEZ COLON
C00197228,N,M3,P2024,202303209579401029,24K,CCM,WOMACK FOR CONGRESS COMMITTEE,ROGERS,AR,727570508.0,,,2072023.0,1000,C00477745,H0AR03055,49E5783FF2F1BE384D1,1694056,,,4032020231736666054,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","WOMACK, STEPHEN A THE HON",REP,2024.0,AR,H,3.0,I,C,C00477745,91 WOODRIDGE LN,,ROGERS,AR,727563078.0,WOMACK
C00197228,N,M3,P2024,202303209579401021,24K,CCM,ANGUS KING FOR U.S. SENATE CAMPAIGN,BRUNSWICK,ME,40110368.0,,,2072023.0,2500,C00516047,S2ME00109,43E6B2D6815996288EF,1694056,,,4032020231736666030,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","KING, ANGUS S. JR.",IND,2024.0,ME,S,0.0,I,C,C00516047,15 POTTER STREET,PO BOX 457,BRUNSWICK,ME,40112440.0,KING
C00197228,N,M3,P2024,202303209579401021,24K,CCM,BALDERSON FOR CONGRESS,COLUMBUS,OH,432208113.0,,,2072023.0,1000,C00662650,H8OH12180,F9B1E13FEEF4597BEFE,1694056,,,4032020231736666031,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","BALDERSON, WILLIAM TROY",REP,2024.0,OH,H,12.0,I,C,C00662650,417 COVENTRY CIRCLE,,ZANESVILLE,OH,437011955.0,BALDERSON
C00197228,N,M3,P2024,202303209579401024,24K,CCM,ELISE FOR CONGRESS,GLENS FALLS,NY,12801.0,,,2072023.0,2500,C00547893,H4NY21079,BD24CE437319BFBC4B6,1694056,,,4032020231736666038,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","STEFANIK, ELISE M.",REP,2024.0,NY,H,21.0,I,C,C00547893,PO BOX 500,,GLENS FALLS,NY,12801.0,STEFANIK
C00274431,N,M3,P2022,202303209579413438,24K,CCM,LUCILLE ROYBAL-ALLARD FOR CONGRESS,WASHINGTON,DC,20003.0,,,2142023.0,-5000,C00259143,H2CA33048,48438833,1694275,,VOID - LUCILLE ROYBAL-ALLARD FOR CONGRESS; CHECK DATED 12/15/2021,4032120231736810489,2023-2024,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"ROYBAL-ALLARD, LUCILLE",DEM,2022.0,CA,H,40.0,I,P,C00259143,"6 E STREET, SE",,WASHINGTON,DC,20003.0,ROYBAL-ALLARD
C00274431,N,M3,P2022,202303209579413438,24K,CCM,SCOTT FOR CONGRESS,NEWPORT NEWS,VA,23607.0,,,2142023.0,-1500,C00256925,H6VA01117,48438834,1694275,,VOID - SCOTT FOR CONGRESS; CHECK DATED 05/03/2022,4032120231736810490,2023-2024,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"SCOTT, ROBERT C",DEM,2024.0,VA,H,3.0,I,C,C00256925,7501 RIVER ROAD,,NEWPORT NEWS,VA,23607.0,SCOTT
C00274431,N,M3,G2022,202303209579413438,24K,CCM,TROY CARTER FOR CONGRESS,NEW ORLEANS,LA,70150.0,,,2142023.0,-1500,C00763649,H2LA02149,48438835,1694275,,VOID - TROY CARTER FOR CONGRESS; CHECK DATED 10/25/2022,4032120231736810491,2023-2024,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"CARTER, TROY A. SR.",DEM,2024.0,LA,H,2.0,C,C,C00763649,PO BOX 50730,,NEW ORLEANS,LA,70150.0,CARTER
C00274431,N,M3,P2024,202303209579413439,24K,CCM,MANCHIN FOR WEST VIRGINIA,CHARLESTON,WV,25361.0,,,2212023.0,5000,C00486563,S0WV00090,48456860,1694275,,CONTRIBUTION,4032120231736810492,2023-2024,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"MANCHIN, JOE III",DEM,2024.0,WV,S,0.0,I,C,C00486563,PO BOX 5202,,FAIRMONT,WV,25361.0,MANCHIN
C00197228,N,M4,P2024,202304209581167435,24K,CCM,CURTIS FOR CONGRESS,PROVO,UT,84603.0,,,3152023.0,1000,C00647339,H8UT03238,E5E8F92DFD9EA3A8DFD,1701412,,,4042020231743506061,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","CURTIS, JOHN",REP,2024.0,UT,H,3.0,I,C,C00647339,PO BOX 296,,PROVO,UT,84604.0,CURTIS
C00197228,N,M4,P2024,202304209581167435,24K,CCM,DARREN SOTO FOR CONGRESS,KISSIMMEE,FL,34742.0,,,3082023.0,2500,C00581074,H6FL09179,36BADFA8E57CC113B7F,1701412,,,4042020231743506062,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","SOTO, DARREN",DEM,2024.0,FL,H,9.0,I,C,C00581074,PO BOX 421349,,KISSIMMEE,FL,34742.0,SOTO
C00197228,N,M4,P2024,202304209581167435,24K,CCM,DELBENE FOR CONGRESS,KIRKLAND,WA,98083.0,,,3202023.0,5000,C00459099,H0WA08046,506C8022751A3144A2F,1701412,,,4042020231743506063,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","DELBENE, SUZAN K",DEM,2024.0,WA,H,1.0,I,C,C00459099,PO BOX 477,,KIRKLAND,WA,98083.0,DELBENE
C00197228,N,M4,P2024,202304209581167436,24K,CCM,EMMER FOR CONGRESS,ELK RIVER,MN,55330.0,,,3012023.0,2500,C00545749,H4MN06087,6A251760B5E15235143,1701412,,,4042020231743506064,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","EMMER, THOMAS EARL JR.",REP,2024.0,MN,H,6.0,I,C,C00545749,PO BOX 279,,ELK RIVER,MN,55330.0,EMMER
C00197228,N,M4,P2024,202304209581167436,24K,CCM,FRENCH HILL FOR ARKANSAS,LITTLE ROCK,AR,72217.0,,,3152023.0,1000,C00551275,H4AR02141,3E3F2FAC8B6AAFE4762,1701412,,,4042020231743506065,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","HILL, JAMES FRENCH",REP,2024.0,AR,H,2.0,I,C,C00551275,PO BOX 7841,,LITTLE ROCK,AR,72217.0,HILL
C00197228,N,M4,P2024,202304209581167436,24K,CCM,FRIENDS OF DAN KILDEE,FLINT,MI,48501.0,,,3082023.0,2500,C00499947,H2MI05119,DFC8FFDFFE1E73EF0FD,1701412,,,4042020231743506066,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","KILDEE, DANIEL T",DEM,2024.0,MI,H,8.0,I,C,C00499947,6450 FLAGSTONE CT.,,FLUSHING,MI,48433.0,KILDEE
C00197228,N,M4,P2024,202304209581167437,24K,CCM,FRIENDS OF DAVID SCHWEIKERT,SCOTTSDALE,AZ,85267.0,,,3012023.0,2500,C00540617,H4AZ06045,BD67B3B6CA848FFE810,1701412,,,4042020231743506067,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","SCHWEIKERT, DAVID S.",REP,2024.0,AZ,H,1.0,I,C,C00540617,8175 E EVANS RD,#13176,SCOTTSDALE,AZ,85267.0,SCHWEIKERT
C00197228,N,M4,P2024,202304209581167437,24K,CCM,FRIENDS OF MCCORMICK,SUWANEE,GA,30024.0,,,3202023.0,1000,C00706747,H0GA07273,8FA60758E03544CD305,1701412,,,4042020231743506068,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","MCCORMICK, RICHARD DEAN DR.",REP,2024.0,GA,H,7.0,I,C,C00706747,PO BOX 3043,,CUMMING,GA,30040.0,MCCORMICK
C00197228,N,M4,P2024,202304209581167437,24K,CCM,GARY PALMER FOR CONGRESS,HOMEWOOD,AL,35209.0,,,3152023.0,2500,C00551374,H4AL06098,D3651E60E87C915C638,1701412,,,4042020231743506069,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","PALMER, GARY",REP,2024.0,AL,H,6.0,I,C,C00551374,1919 OXMOOR RD #235,,BIRMINGHAM,AL,352093502.0,PALMER
C00197228,N,M4,P2024,202304209581167438,24K,CCM,GLENN F. IVEY FOR CONGRESS,BLADENSBURG,MD,20710.0,,,3202023.0,1000,C00792283,H2MD04315,162E005EE722EBAF9E3,1701412,,,4042020231743506070,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","IVEY, GLENN",DEM,2024.0,MD,H,4.0,I,C,C00792283,PO BOX 85,,BLADENSBURG,MD,20710.0,IVEY
C00197228,N,M4,P2024,202304209581167444,24K,CCM,ROBERT ADERHOLT FOR CONGRESS,HALEYVILLE,AL,35565.0,,,3202023.0,2500,C00313247,H6AL04098,4CC25AD1B221026E82B,1701412,,,4042020231743506088,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","ADERHOLT, ROBERT B. REP.",REP,2024.0,AL,H,4.0,I,C,C00313247,PO BOX 1158,,HALEYVILLE,AL,355651158.0,ADERHOLT
C00197228,N,M4,P2028,202304209581167444,24K,CCM,SCHMITT FOR SENATE,SAINT LOUIS,MO,63122.0,,,3152023.0,2500,C00775015,S2MO00544,E466DFBC0D641E9FBA4,1701412,,,4042020231743506089,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","SCHMITT, ERIC",REP,2028.0,MO,S,0.0,I,C,C00775015,"101 W ARGONNE DR, #24",,SAINT LOUIS,MO,63122.0,SCHMITT
C00197228,N,M4,P2024,202304209581167444,24K,CCM,SHARICE FOR CONGRESS,SHAWNEE,KS,66216.0,,,3202023.0,1000,C00670034,H8KS03155,51D07CCD11F224A5CB3,1701412,,,4042020231743506090,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","DAVIDS, SHARICE",DEM,2024.0,KS,H,3.0,I,C,C00670034,5418 CAENEN ST.,,SHAWNEE,KS,66216.0,DAVIDS
C00197228,N,M4,P2024,202304209581167445,24K,CCM,SUSIE LEE FOR CONGRESS,LAS VEGAS,NV,89148.0,,,3012023.0,2500,C00655613,H6NV04020,9ADD84B1A957173768A,1701412,,,4042020231743506091,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","LEE, SUSIE",DEM,2024.0,NV,H,3.0,I,C,C00655613,5130 S FORT APACHE RD,STE 215-382,LAS VEGAS,NV,89148.0,LEE
C00197228,N,M4,P2024,202304209581167445,24K,CCM,SWALWELL FOR CONGRESS,DUBLIN,CA,94568.0,,,3202023.0,3500,C00502294,H2CA15094,58E73118794D708940E,1701412,,,4042020231743506092,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","SWALWELL, ERIC MICHAEL",DEM,2024.0,CA,H,14.0,I,C,C00502294,PO BOX 2847,,DUBLIN,CA,94568.0,SWALWELL
C00197228,N,M4,P2024,202304209581167445,24K,CCM,TERRI SEWELL FOR CONGRESS,BIRMINGHAM,AL,35201.0,,,3082023.0,1000,C00458976,H0AL07086,A25DBA5DB0C169E9874,1701412,,,4042020231743506093,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","SEWELL, TERRI A.",DEM,2024.0,AL,H,7.0,I,C,C00458976,PO BOX 1964,,BIRMINGHAM,AL,35201.0,SEWELL
C00197228,N,M4,P2024,202304209581167446,24K,CCM,TROY CARTER FOR CONGRESS,NEW ORLEANS,LA,70150.0,,,3292023.0,2500,C00763649,H2LA02149,8C0F4F632DC1D3A7915,1701412,,,4042020231743506094,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","CARTER, TROY A. SR.",DEM,2024.0,LA,H,2.0,C,C,C00763649,PO BOX 50730,,NEW ORLEANS,LA,70150.0,CARTER
