CAND_LAST_NAME,CAND_VOTE,CMTE_ID,AMNDT_IND,RPT_TP,TRANSACTION_PGI,IMAGE_NUM,TRANSACTION_TP,ENTITY_TP,NAME,CITY,STATE,ZIP_CODE,EMPLOYER,OCCUPATION,TRANSACTION_DT,TRANSACTION_AMT,OTHER_ID,CAND_ID,TRAN_ID,FILE_NUM,MEMO_CD,MEMO_TEXT,SUB_ID,YEAR,CMTE_NM,CAND_NAME,CAND_PTY_AFFILIATION,CAND_ELECTION_YR,CAND_OFFICE_ST_p,CAND_OFFICE,CAND_OFFICE_DISTRICT,CAND_ICI,CAND_STATUS,CAND_PCC,CAND_ST1,CAND_ST2,CAND_CITY,CAND_ST,CAND_ZIP,YEAR_END,PAC
BALDWIN,yea,C00197228,N,M9,P2024,2.022092095286005e+17,24K,CCM,TAMMY BALDWIN FOR SENATE,MADISON,WI,53701.0,,,8172022.0,2500.0,C00326801,S2WI00219,C9950502ED20C2E6405,1631083.0,,,4.092020221576274e+18,2021-2022,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","BALDWIN, TAMMY",DEM,2018.0,WI,S,0.0,I,F,C00326801,,,MADISON,WI,,2022.0,Elevance
BALDWIN,yea,C00197228,N,M10,P2024,2.0221020953765296e+17,24K,CCM,TAMMY BALDWIN FOR SENATE,MADISON,WI,53701.0,,,9072022.0,2500.0,C00326801,S2WI00219,24A7E8FA7FDE94FB0BF,1645081.0,,,4.111720221630211e+18,2021-2022,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","BALDWIN, TAMMY",DEM,2018.0,WI,S,0.0,I,F,C00326801,,,MADISON,WI,,2022.0,Elevance
BARRASSO,nay,C00274431,N,M4,P2024,2.0230420958120275e+17,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,3312023.0,2500.0,C00436386,S6WY00068,48548732,1701682.0,,CONTRIBUTION,4.042620231744764e+18,2023-2024,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2024.0,United Health
BARRASSO,nay,C00384818,N,M4,G2024,2.023042095811911e+17,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,3282023.0,2500.0,C00436386,S6WY00068,2A4681DF764B1F1AAA8,1701586.0,,,4.0426202317447613e+18,2023-2024,CVS HEALTH PAC,"BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2024.0,CVS Aetna
BARRASSO,nay,C00384818,N,M4,P2024,2.023042095811911e+17,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,3282023.0,2500.0,C00436386,S6WY00068,090A5B43A17A6FD6EAB,1701586.0,,,4.0426202317447613e+18,2023-2024,CVS HEALTH PAC,"BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2024.0,CVS Aetna
BARRASSO,nay,C00271007,N,M4,P2024,2.023041995810486e+17,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,3282023.0,5000.0,C00436386,S6WY00068,E4456C6A128A03236A0,1701029.0,,,4.0419202317433155e+18,2023-2024,HUMANA INC. POLITICAL ACTION COMMITTEE,"BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2024.0,Humana
BARRASSO,nay,C00197228,N,M11,P2024,2.023111795991509e+17,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,10182023.0,5000.0,C00436386,S6WY00068,82354DBEC86D20E0D9C,1735996.0,,,4.1120202318113096e+18,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2024.0,Elevance
BARRASSO,nay,C00274431,N,M11,P2024,2.0231120959927027e+17,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,10242023.0,2500.0,C00436386,S6WY00068,49256089,1736600.0,,CONTRIBUTION,4.1121202318114135e+18,2023-2024,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2024.0,United Health
BARRASSO,nay,C00271007,N,YE,G2024,2.024012996004853e+17,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,12122023.0,2500.0,C00436386,S6WY00068,75167DD6A0071CB9D60,1747396.0,,,4.013020241817747e+18,2023-2024,HUMANA INC. POLITICAL ACTION COMMITTEE,"BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2024.0,Humana
BARRASSO,nay,C00384818,N,M3,P2018,2.0170320905091014e+17,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,2162017.0,1000.0,C00436386,S6WY00068,5F3791DDEA4368430C7,1153304.0,,,4.032220171380402e+18,2017-2018,CVS HEALTH PAC,"BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2018.0,CVS Aetna
BARRASSO,nay,C00397851,N,M4,P2018,2.0170419905232794e+17,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,3072017.0,4000.0,C00436386,S6WY00068,B642741,1159091.0,,,4.0420201714000174e+18,2017-2018,CENTENE CORPORATION POLITICAL ACTION COMMITTEE (CENTENE PAC),"BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2018.0,Centene
BARRASSO,nay,C00384818,N,M10,G2018,2.0171017907577523e+17,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,9212017.0,5000.0,C00436386,S6WY00068,61D3801AF2F181F919B,1187872.0,,,4.101720171458412e+18,2017-2018,CVS HEALTH PAC,"BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2018.0,CVS Aetna
BARRASSO,nay,C00384818,N,M10,P2018,2.0171017907577523e+17,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,9212017.0,4000.0,C00436386,S6WY00068,8BD006D8690B2AEFC2C,1187872.0,,,4.101720171458412e+18,2017-2018,CVS HEALTH PAC,"BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2018.0,CVS Aetna
BARRASSO,nay,C00271007,N,M4,G2018,2.0180417911032102e+17,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,3192018.0,5000.0,C00436386,S6WY00068,5C0A0AF128C68812DF0,1224497.0,,,4.042020181526248e+18,2017-2018,HUMANA INC. POLITICAL ACTION COMMITTEE,"BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2018.0,Humana
BARRASSO,nay,C00197228,N,M9,P2018,2.018091891217503e+17,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,8012018.0,2500.0,C00436386,S6WY00068,43C657BA3573F6A2F8D,1261826.0,,,4.0918201815910845e+18,2017-2018,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2018.0,Elevance
BARRASSO,nay,C00197228,N,12G,G2018,2.018102491308327e+17,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,10102018.0,5000.0,C00436386,S6WY00068,118F53416266B83F5C7,1279942.0,,,4.111920181618138e+18,2017-2018,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2018.0,Elevance
BARRASSO,nay,C00397851,N,M2,P,13940109383.0,24K,CCM,BARRASSO FOR WYOMING,ALEXANDRIA,VA,22307.0,,,1242013.0,1000.0,C00436386,S6WY00068,B446724,857698.0,,,4.022220131184094e+18,2013-2014,CENTENE CORPORATION POLITICAL ACTION COMMITTEE (CENTENE PAC),"BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2014.0,Centene
BARRASSO,nay,C00197228,N,M3,P2018,15950862555.0,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,2052015.0,2500.0,C00436386,S6WY00068,B7B3CEADDA3952FD2C1,996684.0,,,4.0313201512406313e+18,2015-2016,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2016.0,Elevance
BARRASSO,nay,C00271007,N,M9,P2018,2.0150917900268544e+17,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,8042015.0,5000.0,C00436386,S6WY00068,34FE8272B049DF271C5,1025028.0,,,4.0917201512531323e+18,2015-2016,HUMANA INC. POLITICAL ACTION COMMITTEE,"BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2016.0,Humana
BARRASSO,nay,C00274431,N,M7,P2018,2.0160720902166944e+17,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,6292016.0,5000.0,C00436386,S6WY00068,39647440,1089228.0,,CONTRIBUTION,4.072920161307339e+18,2015-2016,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2016.0,United Health
BARRASSO,nay,C00274431,N,M9,G2018,2.016091690308391e+17,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,8222016.0,5000.0,C00436386,S6WY00068,39865246,1099478.0,,CONTRIBUTION,4.0919201613172424e+18,2015-2016,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2016.0,United Health
BARRASSO,nay,C00271007,N,M7,P,29992466312.0,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,6152009.0,1000.0,C00436386,S6WY00068,AE4DB6AE03DCB8D5C99,425235.0,,,4.0811200911173745e+18,2009-2010,HUMANA INC. POLITICAL ACTION COMMITTEE,"BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2010.0,Humana
BARRASSO,nay,C00271007,A,YE,P,10930311672.0,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,12042009.0,1500.0,C00436386,S6WY00068,46E880A2DA1BD087658,451425.0,,,4.0310201011243617e+18,2009-2010,HUMANA INC. POLITICAL ACTION COMMITTEE,"BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2010.0,Humana
BARRASSO,nay,C00271007,N,M10,P,10931569864.0,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,9212010.0,1000.0,C00436386,S6WY00068,178C9B5E8E9E91E1925,504534.0,,,4.112320101131826e+18,2009-2010,HUMANA INC. POLITICAL ACTION COMMITTEE,"BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2010.0,Humana
BARRASSO,nay,C00274431,N,Q1,P,10930560663.0,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,2222010.0,2000.0,C00436386,S6WY00068,31379399,460976.0,,,4.0428201011258757e+18,2009-2010,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2010.0,United Health
BARRASSO,nay,C00274431,A,Q3,G,11990334358.0,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,9142010.0,2500.0,C00436386,S6WY00068,32263242,720283.0,,,4.040720111137995e+18,2009-2010,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2010.0,United Health
BARRASSO,nay,C00197228,N,M9,P2008,27990591264.0,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82601.0,,,8302007.0,4000.0,C00436386,S6WY00068,44487-0158197283744,303324.0,,,4.0918200710804224e+18,2007-2008,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2008.0,Elevance
BARRASSO,nay,C00197228,N,M3,P2008,28990585880.0,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82601.0,,,2142008.0,1000.0,C00436386,S6WY00068,38128-6234552264213,326966.0,,,4.0404200810871286e+18,2007-2008,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2008.0,Elevance
BARRASSO,nay,C00197228,N,M3,G2008,28990585880.0,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82601.0,,,2142008.0,4000.0,C00436386,S6WY00068,38128-2517053484916,326966.0,,,4.0404200810871286e+18,2007-2008,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2008.0,Elevance
BARRASSO,nay,C00197228,N,M5,G2008,28931533673.0,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82601.0,,,4172008.0,1000.0,C00436386,S6WY00068,93573-5069238543510,338796.0,,,4.052220081089835e+18,2007-2008,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2008.0,Elevance
BARRASSO,nay,C00397851,N,M3,P2024,2.0220318949401616e+17,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,2172022.0,2500.0,C00436386,S6WY00068,B811221,1575220.0,,,4.0322202214639913e+18,2021-2022,CENTENE CORPORATION POLITICAL ACTION COMMITTEE (CENTENE PAC),"BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2022.0,Centene
BARRASSO,nay,C00274431,N,MY,P2012,11932078147.0,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,6062011.0,2500.0,C00436386,S6WY00068,33404520,738702.0,,,4.081620111142266e+18,2011-2012,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2012.0,United Health
BARRASSO,nay,C00271007,N,M10,P2012,11952661846.0,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,9272011.0,1500.0,C00436386,S6WY00068,6F37C7A00B875F0BD0B,749635.0,,,4.1024201111440993e+18,2011-2012,HUMANA INC. POLITICAL ACTION COMMITTEE,"BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2012.0,Humana
BARRASSO,nay,C00197228,N,M2,P2012,11990224826.0,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,1032011.0,5000.0,C00436386,S6WY00068,CBCC5C4DD32A31C31F4,714736.0,,,4.031620111137493e+18,2011-2012,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2012.0,Elevance
BARRASSO,nay,C00274431,N,M5,P2012,12951798708.0,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,4132012.0,500.0,C00436386,S6WY00068,34641425,784938.0,,CONTRIBUTION,4.060920121157215e+18,2011-2012,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2012.0,United Health
BARRASSO,nay,C00274431,N,M5,G2012,12951798711.0,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,4272012.0,2500.0,C00436386,S6WY00068,34690177,784938.0,,CONTRIBUTION,4.060920121157215e+18,2011-2012,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2012.0,United Health
BARRASSO,nay,C00197228,N,M7,G2012,12952499878.0,24K,CCM,FRIENDS OF JOHN BARRASSO,CASPER,WY,82605.0,,,6142012.0,2500.0,C00436386,S6WY00068,0F0220C56CFD3173972,798586.0,,,4.080620121160318e+18,2011-2012,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2012.0,Elevance
BARRASSO,nay,C00397851,N,12G,P2024,2.0201022933268467e+17,24K,CCM,FRIENDS OF JOHN BARRASSO,ALEXANDRIA,WY,22314.0,,,10082020.0,2500.0,C00436386,S6WY00068,B777377,1461533.0,,,4.1203202019634033e+18,2019-2020,CENTENE CORPORATION POLITICAL ACTION COMMITTEE (CENTENE PAC),"BARRASSO, JOHN A",REP,2018.0,WY,S,0.0,I,N,C00436386,6896 CASPER MOUNTAIN ROAD,,CASPER,WY,82601.0,2020.0,Centene
BENNET,yea,C00274431,N,M6,P,13963153991.0,24K,CCM,BENNET FOR COLORADO,DENVER,CO,80201.0,,,5172013.0,2000.0,C00458398,S0CO00211,36085104,874928.0,,CONTRIBUTION,4.0628201311921475e+18,2013-2014,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"BENNET, MICHAEL F",DEM,2016.0,CO,S,0.0,I,F,C00458398,2830 EAST 7TH AVENUE,,DENVER,CO,80206.0,2014.0,United Health
BENNET,yea,C00197228,N,M5,P,13940696331.0,24K,CCM,BENNET FOR COLORADO,DENVER,CO,80201.0,,,4182013.0,2000.0,C00458398,S0CO00211,B7DC09A33A7F0CBF9C1,870169.0,,,4.050920131188652e+18,2013-2014,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","BENNET, MICHAEL F",DEM,2016.0,CO,S,0.0,I,F,C00458398,2830 EAST 7TH AVENUE,,DENVER,CO,80206.0,2014.0,Elevance
BENNET,yea,C00271007,N,M5,P,13940746265.0,24K,CCM,BENNET FOR COLORADO,DENVER,CO,80201.0,,,4222013.0,3000.0,C00458398,S0CO00211,197983129CE7C292D2D,871145.0,,,4.0517201311899295e+18,2013-2014,HUMANA INC. POLITICAL ACTION COMMITTEE,"BENNET, MICHAEL F",DEM,2016.0,CO,S,0.0,I,F,C00458398,2830 EAST 7TH AVENUE,,DENVER,CO,80206.0,2014.0,Humana
BENNET,yea,C00274431,N,M7,P,13941162092.0,24K,CCM,BENNET FOR COLORADO,DENVER,CO,80201.0,,,6102013.0,2500.0,C00458398,S0CO00211,36139049,879800.0,,CONTRIBUTION,4.073020131194692e+18,2013-2014,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"BENNET, MICHAEL F",DEM,2016.0,CO,S,0.0,I,F,C00458398,2830 EAST 7TH AVENUE,,DENVER,CO,80206.0,2014.0,United Health
BENNET,yea,C00197228,N,M6,P,14961260832.0,24K,CCM,BENNET FOR COLORADO,DENVER,CO,80201.0,,,5152014.0,3000.0,C00458398,S0CO00211,96C5F6668748E98DDF2,930851.0,,,4.0620201412156063e+18,2013-2014,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","BENNET, MICHAEL F",DEM,2016.0,CO,S,0.0,I,F,C00458398,2830 EAST 7TH AVENUE,,DENVER,CO,80206.0,2014.0,Elevance
